saved_frame_id,original_frame_index,time_sec,frame_file,crop_file,panel_mask_file,hotspot_mask_file,hotspot_overlay_file,x1,y1,x2,y2,panel_coverage,max_vertical_gap_ratio,junction_detected,smooth_non_grid_object_detected,largest_smooth_component_ratio,largest_smooth_edge_density,non_pv_hot_object_detected,largest_hot_component_ratio,largest_hot_component_edge_density,laplacian_sharpness,sobel_sharpness,mean_intensity,median_intensity,max_intensity,min_intensity,std_intensity,dynamic_range,p90_intensity,p95_intensity,p99_intensity,contrast_p95,contrast_max,hot_area_percentage,hotspot_threshold_intensity,hotspot_grid,hotspot_pixel_count,sharp_enough,panel_coverage_ok,junction_ok,non_pv_hot_object_ok,smooth_non_grid_object_ok,usable_frame,contrast_detected
10,590,19.686333333333334,frame_0010_t_19.7s.jpg,crop_0010_t_19.7s.jpg,mask_0010_t_19.7s.jpg,hotspot_mask_0010_t_19.7s.jpg,hotspot_overlay_0010_t_19.7s.jpg,0,690,2048,1800,0.6578877217060811,0.0078125,False,False,0.0,0.0,False,0.004543654983108108,0.2738890502468777,3156.2373444336663,166.68875424619813,97.69883,89.0,255.0,35.0,30.06475,220.0,141.0,165.0,200.0,76.0,166.0,0.05018243965650394,180.0,R1C1,19846,True,True,True,True,True,True,False
11,649,21.654966666666667,frame_0011_t_21.7s.jpg,crop_0011_t_21.7s.jpg,mask_0011_t_21.7s.jpg,hotspot_mask_0011_t_21.7s.jpg,hotspot_overlay_0011_t_21.7s.jpg,0,690,2048,1800,0.6884096987612612,0.0,False,False,0.0,0.0,False,0.004793074324324324,0.28212187958883994,3120.3854096292575,166.00271689330998,96.437874,88.0,249.0,40.0,30.103722,209.0,140.0,164.0,200.0,76.0,161.0,0.05022850599508737,179.0,R1C1,19139,True,True,True,True,True,True,False
12,708,23.6236,frame_0012_t_23.6s.jpg,crop_0012_t_23.6s.jpg,mask_0012_t_23.6s.jpg,hotspot_mask_0012_t_23.6s.jpg,hotspot_overlay_0012_t_23.6s.jpg,0,690,2048,1800,0.5947635135135135,0.09521484375,False,False,0.0,0.0,False,0.005641627956081081,0.2983235867446394,2702.379895058442,150.48265756228764,95.53995,88.0,255.0,30.0,30.721443,225.0,139.0,163.0,200.0,75.0,167.0,0.05009304293287892,174.0,R1C1,17821,False,True,True,True,True,False,False
13,767,25.592233333333333,frame_0013_t_25.6s.jpg,crop_0013_t_25.6s.jpg,mask_0013_t_25.6s.jpg,hotspot_mask_0013_t_25.6s.jpg,hotspot_overlay_0013_t_25.6s.jpg,0,690,2048,1800,0.6073185001407657,0.06103515625,False,False,0.0,0.0,False,0.005087802646396396,0.3003631333218053,2766.1901323894194,153.735941066106,96.72224,88.0,255.0,27.0,30.762238,228.0,139.0,165.0,204.0,77.0,167.0,0.05048945933123522,172.0,R1C2,19971,False,True,True,True,True,False,True
14,826,27.560866666666666,frame_0014_t_27.6s.jpg,crop_0014_t_27.6s.jpg,mask_0014_t_27.6s.jpg,hotspot_mask_0014_t_27.6s.jpg,hotspot_overlay_0014_t_27.6s.jpg,0,690,2048,1800,0.6725198831644145,0.01416015625,False,False,0.0,0.0,False,0.005733565596846847,0.2993708761700169,3035.3720758561026,166.09786879280705,96.14017,88.0,255.0,32.0,30.377527,223.0,138.0,163.0,201.0,75.0,167.0,0.05030461282055643,175.0,R1C2,18344,False,True,True,True,True,False,False
15,885,29.529500000000002,frame_0015_t_29.5s.jpg,crop_0015_t_29.5s.jpg,mask_0015_t_29.5s.jpg,hotspot_mask_0015_t_29.5s.jpg,hotspot_overlay_0015_t_29.5s.jpg,0,690,2048,1800,0.6498975049268018,0.01513671875,False,False,0.0,0.0,False,0.005556728603603603,0.3048606713109563,3352.986232953263,171.88769755916246,93.77734,85.0,255.0,40.0,30.403173,215.0,136.0,161.0,201.0,76.0,170.0,0.05057266181986044,172.0,R1C1,18849,True,True,True,True,True,True,False
16,944,31.498133333333335,frame_0016_t_31.5s.jpg,crop_0016_t_31.5s.jpg,mask_0016_t_31.5s.jpg,hotspot_mask_0016_t_31.5s.jpg,hotspot_overlay_0016_t_31.5s.jpg,0,690,2048,1800,0.626440209740991,0.0,False,False,0.0,0.0,False,0.005752041103603603,0.3124044050168247,3717.6015026094537,185.5730357419573,92.533844,84.0,254.0,39.0,30.067356,215.0,133.0,159.0,201.0,75.0,170.0,0.050741745162119385,169.0,R1C2,18806,True,True,True,True,True,True,False
17,1003,33.466766666666665,frame_0017_t_33.5s.jpg,crop_0017_t_33.5s.jpg,mask_0017_t_33.5s.jpg,hotspot_mask_0017_t_33.5s.jpg,hotspot_overlay_0017_t_33.5s.jpg,0,690,2048,1800,0.6095382003096846,0.00244140625,False,False,0.0,0.0,False,0.005750281531531532,0.3121940024479804,3717.5646690927806,184.96468322444463,94.00443,86.0,255.0,39.0,29.906044,216.0,134.0,160.0,200.0,74.0,169.0,0.05010641207634534,170.0,R1C1,19278,True,True,True,True,True,True,False
18,1062,35.4354,frame_0018_t_35.4s.jpg,crop_0018_t_35.4s.jpg,mask_0018_t_35.4s.jpg,hotspot_mask_0018_t_35.4s.jpg,hotspot_overlay_0018_t_35.4s.jpg,0,690,2048,1800,0.568629029420045,0.0166015625,False,False,0.0,0.0,False,0.00579295115427928,0.34026881312172524,3733.976414610187,190.764451630611,93.24396,85.0,252.0,41.0,29.765572,211.0,132.0,158.0,200.0,73.0,167.0,0.050304296667396435,165.0,R1C1,20554,True,False,True,True,True,False,False
19,1121,37.40403333333333,frame_0019_t_37.4s.jpg,crop_0019_t_37.4s.jpg,mask_0019_t_37.4s.jpg,hotspot_mask_0019_t_37.4s.jpg,hotspot_overlay_0019_t_37.4s.jpg,0,690,2048,1800,0.5495394320101351,0.0,False,False,0.0,0.0,False,0.0015303878096846848,0.352112676056338,4316.134203292386,209.27786697615272,92.22459,84.0,254.0,40.0,31.123156,214.0,132.0,160.0,203.0,76.0,170.0,0.050293894691004336,166.0,R1C2,16527,True,False,True,True,True,False,False
20,1180,39.37266666666667,frame_0020_t_39.4s.jpg,crop_0020_t_39.4s.jpg,mask_0020_t_39.4s.jpg,hotspot_mask_0020_t_39.4s.jpg,hotspot_overlay_0020_t_39.4s.jpg,0,690,2048,1800,0.6161898226351351,0.0126953125,False,False,0.0,0.0,False,0.004907886402027027,0.27363986734785334,4128.3250069834985,197.50413067066236,94.75072,86.0,255.0,45.0,31.680359,210.0,139.0,161.0,203.0,75.0,169.0,0.05007381643836399,179.0,R1C2,16742,True,True,True,True,True,True,False
21,1239,41.341300000000004,frame_0021_t_41.3s.jpg,crop_0021_t_41.3s.jpg,mask_0021_t_41.3s.jpg,hotspot_mask_0021_t_41.3s.jpg,hotspot_overlay_0021_t_41.3s.jpg,0,690,2048,1800,0.6231088999155405,0.01611328125,False,False,0.0,0.0,False,0.0044521572353603605,0.2713170635312716,4597.513986068278,205.03072098245664,93.56878,85.0,255.0,45.0,32.375954,210.0,139.0,160.0,202.0,75.0,170.0,0.050680514874327655,181.0,R1C1,18183,True,True,True,True,True,True,False
22,1298,43.30993333333333,frame_0022_t_43.3s.jpg,crop_0022_t_43.3s.jpg,mask_0022_t_43.3s.jpg,hotspot_mask_0022_t_43.3s.jpg,hotspot_overlay_0022_t_43.3s.jpg,0,690,2048,1800,0.6614482157939189,0.0,False,False,0.0,0.0,False,0.004446878519144144,0.2687704026115343,4567.44658619253,203.72157171262754,90.87259,81.0,255.0,40.0,32.645287,215.0,137.0,158.0,199.0,77.0,174.0,0.05034725339622002,181.0,R1C1,17514,True,True,True,True,True,True,True
